,num bidders,avg rev,avg trev,truncated?
0,100,217.8528959082014,215.22743425142863,x
1,101,199.48743615117874,199.48743615117874,
2,102,211.99303072150983,211.99303072150983,
3,103,205.37145231644917,205.37145231644917,
4,104,208.55089033524055,208.55089033524055,
5,105,209.0101184742267,209.0101184742267,
6,106,219.23796218853465,219.23796218853465,
7,107,221.7335757669245,221.7335757669245,
8,108,217.52086950558154,217.52086950558154,
9,109,229.30637763306672,229.30637763306672,
10,110,220.42741338223578,220.42741338223578,
11,111,227.01940852318054,227.01940852318054,
12,112,233.27555908427178,233.27555908427178,
13,113,220.01649593019113,220.01649593019113,
14,114,233.7493166970706,233.7493166970706,
15,115,236.977134149209,236.977134149209,
16,116,234.05675501889783,234.05675501889783,
17,117,246.0660414116133,246.0660414116133,
18,118,231.82659395593828,231.82659395593828,
19,119,244.2748116884417,244.2748116884417,
20,120,252.8442423717429,252.8442423717429,
21,121,246.63682884022182,246.63682884022182,
22,122,252.9813630741656,252.9813630741656,
23,123,256.459686683178,256.459686683178,
24,124,249.1474084988508,249.1474084988508,
25,125,261.4807883231586,261.4807883231586,
26,126,254.38600416472744,254.38600416472744,
27,127,255.55360571257947,255.55360571257947,
28,128,255.41909407374277,255.41909407374277,
29,129,265.9690625403887,265.9690625403887,
30,130,257.9072372660753,257.9072372660753,
31,131,263.95556417551774,263.95556417551774,
32,132,268.2767549932686,268.2767549932686,
33,133,268.33985362665095,268.33985362665095,
34,134,264.10553555076154,264.10553555076154,
35,135,278.28596911607764,278.28596911607764,
36,136,275.0267499956936,275.0267499956936,
37,137,287.6292692303201,287.6292692303201,
38,138,294.1725307864073,294.1725307864073,
39,139,296.4809345544513,296.4809345544513,
40,140,281.3093976355832,281.3093976355832,
41,141,283.6052851961642,283.6052851961642,
42,142,287.25596529690716,287.25596529690716,
43,143,297.5942032876354,297.5942032876354,
44,144,295.68676152055576,295.68676152055576,
45,145,310.47895166710896,310.47895166710896,
46,146,300.43143022561094,300.43143022561094,
47,147,289.82277683476264,289.82277683476264,
48,148,298.08771318759375,298.08771318759375,
49,149,304.8828888644649,304.8828888644649,
50,150,308.4874088758341,308.4874088758341,
51,151,311.29705046572684,311.29705046572684,
52,152,305.42896395112604,305.42896395112604,
53,153,309.01017892221347,309.01017892221347,
54,154,309.39400342621207,309.39400342621207,
55,155,320.5728864872371,320.5728864872371,
56,156,316.34999348063127,316.34999348063127,
57,157,315.24117619236387,315.24117619236387,
58,158,304.5099923702795,304.5099923702795,
59,159,323.7438175151287,323.7438175151287,
60,160,313.9631188264739,313.9631188264739,
61,161,326.38630133592716,326.38630133592716,
62,162,336.46007152590755,336.46007152590755,
63,163,335.4197914292984,335.4197914292984,
64,164,334.30522870375967,334.30522870375967,
65,165,330.0036793739989,330.0036793739989,
66,166,329.19509938428786,329.19509938428786,
67,167,334.99113784401004,334.99113784401004,
68,168,340.4601402460809,340.4601402460809,
69,169,345.47092024557384,345.47092024557384,
70,170,337.259363127307,337.259363127307,
71,171,347.90200338251327,347.90200338251327,
72,172,356.6958210427582,356.6958210427582,
73,173,352.35006374026364,352.35006374026364,
74,174,350.51211660244996,350.51211660244996,
75,175,351.4543792317446,351.4543792317446,
76,176,359.1162526136987,359.1162526136987,
77,177,369.16112726635646,369.16112726635646,
78,178,357.09029682196643,357.09029682196643,
79,179,370.5757880944634,370.5757880944634,
80,180,362.0370444009011,362.0370444009011,
81,181,367.5079072353272,367.5079072353272,
82,182,374.5525261838724,374.5525261838724,
83,183,364.03965394062755,364.03965394062755,
84,184,373.21968060205813,373.21968060205813,
85,185,376.7090845177541,376.7090845177541,
86,186,373.1437079452642,373.1437079452642,
87,187,382.41753537572407,382.41753537572407,
88,188,377.1155722506644,377.1155722506644,
89,189,371.0596286104608,371.0596286104608,
90,190,391.52575320251265,391.52575320251265,
91,191,383.8110288608696,383.8110288608696,
92,192,384.85914976558695,384.85914976558695,
93,193,377.2027306379052,377.2027306379052,
94,194,382.55355086788313,382.55355086788313,
95,195,424.47263791559965,424.47263791559965,
96,196,402.6833796331424,402.6833796331424,
97,197,391.2530874706805,391.2530874706805,
98,198,408.84356559595136,408.84356559595136,
99,199,407.14934106274336,407.14934106274336,
100,200,433.65897059372,433.65897059372,
