,num bidders,avg rev,avg trev,truncated?
0,2,4.826572771533538,4.788033702546487,x
1,3,7.222162377276966,7.205091816005824,x
2,4,9.64426647430658,9.529995344970386,x
3,5,11.613258723582147,11.570632486435363,x
4,6,14.112588436303845,13.852227606339374,x
5,7,15.92380831399009,15.910629424293916,x
6,8,18.206349317946447,18.17387701642555,x
7,9,20.135213809628944,20.126060849036026,x
8,10,22.470120062872557,22.24793199589044,x
9,11,24.575412140373725,24.575412140373725,
10,12,27.54914868780213,26.700486677753382,x
11,13,28.08330294267524,28.08330294267524,
12,14,30.642673739420733,30.642673739420733,
13,15,31.690744661855486,31.690744661855486,
14,16,34.77989059730698,34.67975783707557,x
15,17,35.6490640241869,35.6490640241869,
16,18,38.58991707971168,38.58991707971168,
17,19,41.13556903789481,41.13556903789481,
18,20,42.701016214557626,42.701016214557626,
19,21,44.93751345780077,44.93751345780077,
20,22,46.09393545618173,46.09393545618173,
21,23,49.20295025033497,49.20295025033497,
22,24,56.13058399629598,53.13188979884104,x
23,25,51.456873400605836,51.456873400605836,
24,26,55.55112662100981,55.55112662100981,
25,27,57.3774374714766,57.3774374714766,
26,28,60.8813776151458,60.8813776151458,
27,29,61.65509653817252,61.65509653817252,
28,30,62.869600647464516,62.869600647464516,
29,31,64.87279969925125,64.87279969925125,
30,32,65.76312687023908,65.76312687023908,
31,33,68.80695327064485,68.80695327064485,
32,34,71.87781813571074,71.87781813571074,
33,35,73.53880681118468,73.53880681118468,
34,36,74.20513210083845,74.20513210083845,
35,37,75.37453703455547,75.37453703455547,
36,38,80.44723447016058,80.44723447016058,
37,39,83.7966128460005,83.7966128460005,
38,40,83.60961632847605,83.60961632847605,
39,41,85.44504087671633,85.44504087671633,
40,42,87.02294095811197,87.02294095811197,
41,43,89.56951401266126,89.56951401266126,
42,44,88.66340065157628,88.66340065157628,
43,45,97.82725997243973,97.82725997243973,
44,46,98.51717240340139,98.51717240340139,
45,47,98.67528666623407,98.67528666623407,
46,48,102.54971073152902,102.54971073152902,
47,49,103.75026791897464,103.75026791897464,
48,50,103.93772699845171,103.93772699845171,
49,51,104.22444741626462,104.22444741626462,
50,52,121.06224462283693,115.65890543508579,x
51,53,140.55157226822047,122.25184139595059,x
52,54,116.19683828635448,116.19683828635448,
53,55,116.85852674172163,116.85852674172163,
54,56,115.73354502992474,115.73354502992474,
55,57,117.94827426413299,117.94827426413299,
56,58,119.1972979337408,119.1972979337408,
57,59,120.61221379861455,120.61221379861455,
58,60,126.55656566190672,126.55656566190672,
59,61,123.63840667454173,123.63840667454173,
60,62,128.4755853290309,128.4755853290309,
61,63,131.01852577373973,131.01852577373973,
62,64,131.69787073960742,131.69787073960742,
63,65,135.87401104015,135.87401104015,
64,66,142.68989454647323,142.68989454647323,
65,67,138.40539218829562,138.40539218829562,
66,68,141.71132628817782,141.71132628817782,
67,69,138.87989925544392,138.87989925544392,
68,70,148.01089183296173,148.01089183296173,
69,71,143.85068262061597,143.85068262061597,
70,72,147.22788668575754,147.22788668575754,
71,73,155.02314708724134,155.02314708724134,
72,74,148.3239575046427,148.3239575046427,
73,75,151.6956062132322,151.6956062132322,
74,76,161.87190266737292,161.87190266737292,
75,77,170.58635249369516,170.58635249369516,
76,78,160.31977840395973,160.31977840395973,
77,79,161.93878856960012,161.93878856960012,
78,80,169.16127735723137,169.16127735723137,
79,81,166.55427604346778,166.55427604346778,
80,82,168.04679868971755,168.04679868971755,
81,83,177.03834028255008,177.03834028255008,
82,84,170.74854694327774,170.74854694327774,
83,85,173.86160564094536,173.86160564094536,
84,86,177.81692696578395,177.81692696578395,
85,87,177.96003171301945,177.96003171301945,
86,88,185.02830309542685,185.02830309542685,
87,89,182.79742824993855,182.79742824993855,
88,90,182.32651245483802,182.32651245483802,
89,91,187.16512305492824,187.16512305492824,
90,92,200.58044402314357,198.11804673003758,x
91,93,192.88507840083145,192.88507840083145,
92,94,186.1782836418843,186.1782836418843,
93,95,204.21951959273494,204.21951959273494,
94,96,190.50339190100686,190.50339190100686,
95,97,200.34377593799599,200.34377593799599,
96,98,191.76801277614092,191.76801277614092,
97,99,198.25627271852431,198.25627271852431,
98,100,201.5808086005818,201.5808086005818,
