,num bidders,avg rev,avg highest bid
0,100.0,203.0374864463364,1689.7590724646097
1,101.0,208.48173560371933,1843.5872761402516
2,102.0,207.7839843935052,1795.3337637147329
3,103.0,211.38252797602397,1885.9384755716856
4,104.0,210.71881783889722,1983.0008362439776
5,105.0,222.69906229804775,1888.3810347640533
6,106.0,216.6642390109815,1883.9082374834873
7,107.0,217.28372934776428,1838.8335040692687
8,108.0,220.16099861767415,2059.55966144768
9,109.0,223.25745221079774,1934.1613174113224
10,110.0,224.03460454355468,2006.105645040989
11,111.0,226.66942410808824,2042.681708689206
12,112.0,226.28450341583462,2015.6356187945623
13,113.0,230.0381938491212,2167.147106662408
14,114.0,231.16071061045804,2108.129847176858
15,115.0,234.9858044327876,2213.911306843718
16,116.0,236.76647494119024,2188.8802410780695
17,117.0,234.80661129227482,2171.384791741956
18,118.0,238.66984655351453,2322.112630625758
19,119.0,242.92938988213845,2149.331628098527
20,120.0,247.30183560119235,2024.2033079092512
21,121.0,246.4106034568156,2143.773315060775
22,122.0,248.41811270816052,2304.3890189808885
23,123.0,254.41330210704797,2381.5031392566902
24,124.0,252.2254161725155,2312.406142568914
25,125.0,253.53168479141124,2250.1443391821513
26,126.0,257.6349130523507,2322.509803225287
27,127.0,256.5900702179943,2412.711643068904
28,128.0,265.1633231871668,2376.749329301817
29,129.0,260.1461445046565,2480.045877459913
30,130.0,262.4283314764153,2477.9665336843414
31,131.0,267.0461107329667,2631.629381877632
32,132.0,265.9297570172557,2563.887018862341
33,133.0,272.605533991552,2583.2861994928194
34,134.0,272.13638356423013,2575.0359126053877
35,135.0,273.38809847087117,2562.7306503401082
36,136.0,281.08030683447754,2643.4482579136316
37,137.0,279.4358868447887,2599.239984910466
38,138.0,280.39131976745574,2672.863595720152
39,139.0,283.20616069255146,2678.9432740689044
40,140.0,286.403156717549,2917.391640944844
41,141.0,288.40972934552957,2684.801705949089
42,142.0,288.622801345584,2548.4351738436408
43,143.0,290.02995055399407,2644.605533960118
44,144.0,293.5551101883061,2628.1103980892262
45,145.0,299.21143382076923,2764.8363831233182
46,146.0,295.81633613059216,2679.239182565839
47,147.0,300.71659068121875,2857.561914161567
48,148.0,302.0342215875593,2858.2911935720194
49,149.0,305.28822360359686,2979.4548348861563
50,150.0,309.1099437546569,2869.140034646168
51,151.0,307.3438151077515,2710.1207899977844
52,152.0,309.1739635222358,3085.7810722088743
53,153.0,316.0199923048872,2809.2993338223114
54,154.0,311.27228061549476,3068.4592626758476
55,155.0,316.39242395260635,3206.6107503680055
56,156.0,314.76704753502634,3164.635082114892
57,157.0,317.40528818811157,3216.4024849984175
58,158.0,324.06282607066083,3317.115829845752
59,159.0,320.89347542373855,3087.5670390717314
60,160.0,325.640686388478,3319.8376032604156
61,161.0,325.08660315335567,2913.203469155494
62,162.0,327.53551996064675,3218.819884471331
63,163.0,327.67268655501704,3054.2032037021095
64,164.0,330.1830241007497,3156.248747550227
65,165.0,334.0123454745798,3438.3817020511556
66,166.0,338.28715578422646,3327.742113814735
67,167.0,337.72637993252727,3437.9449468435164
68,168.0,343.1754053549457,3437.331468992352
69,169.0,339.05624862683806,3012.1199409113874
70,170.0,350.4777516719188,3749.4219122786108
71,171.0,344.7063543357875,3442.805367999592
72,172.0,350.33973817308237,3504.6369065530926
73,173.0,353.57911670210916,3645.8038697673073
74,174.0,355.71896192589804,3312.8424348214594
75,175.0,352.5390899928613,3484.081249922626
76,176.0,358.64953771051523,3642.976690301897
77,177.0,358.05734082913233,3549.7052335571925
78,178.0,360.43059467291755,3564.7869533176367
79,179.0,366.3804491755823,3616.2147616977722
80,180.0,359.98970704510043,3729.311582297903
81,181.0,365.5748279085882,3522.462209953969
82,182.0,369.0634451365393,3831.0424917373425
83,183.0,373.64088121651486,3739.0038610795427
84,184.0,372.45765906784084,3862.3441161072815
85,185.0,372.2833384953976,3434.2784328089538
86,186.0,384.55268593122076,3721.821885400805
87,187.0,380.3150683045788,4176.173464209321
88,188.0,381.0967934649814,3697.9106681981843
89,189.0,381.4578737805716,3696.3835742970437
90,190.0,389.3082521623914,4011.6764539216606
91,191.0,387.5202167496288,3912.1633947609753
92,192.0,387.06495242232126,4017.702685810854
93,193.0,458.1618496779918,3951.501182125228
94,194.0,392.8436448557458,3661.477057753687
95,195.0,397.67797069140147,3929.0819865769677
96,196.0,396.49110316525304,4373.514418931476
97,197.0,400.6246685530584,3759.458152871145
98,198.0,402.06750231569157,4662.915722076814
99,199.0,404.4182909774965,4029.1552648672114
100,200.0,407.0154860987331,4131.917967451726
