,num bidders,avg rev,avg trev,truncated?
0,2,4.068947550846781,4.068947550846781,
1,3,7.677289705717119,7.677289705717119,
2,4,10.10864429024946,10.10864429024946,
3,5,10.720882258399786,10.720882258399786,
4,6,12.169897260337933,12.169897260337933,
5,7,13.201113460586704,13.201113460586704,
6,8,18.691920056000424,18.691920056000424,
7,9,21.20519889678659,21.20519889678659,
8,10,21.1813503772095,21.1813503772095,
9,11,19.022580139677448,19.022580139677448,
10,12,21.208021793813774,21.208021793813774,
11,13,28.166316595630448,28.166316595630448,
12,14,33.635620517454484,33.635620517454484,
13,15,29.57088754298007,29.57088754298007,
14,16,29.39844998650463,29.39844998650463,
15,17,29.912662822651427,29.912662822651427,
16,18,43.74460676141219,43.74460676141219,
17,19,39.581147783554464,39.581147783554464,
18,20,38.72974531435359,38.72974531435359,
19,21,49.12041314055335,49.12041314055335,
20,22,40.48095732534794,40.48095732534794,
21,23,50.23776204545182,50.23776204545182,
22,24,40.46202588895027,40.46202588895027,
23,25,56.477306330732276,56.477306330732276,
24,26,57.07618450626767,57.07618450626767,
25,27,54.55490422461292,54.55490422461292,
26,28,61.495717285684826,61.495717285684826,
27,29,68.57028780412632,68.57028780412632,
28,30,59.819888001534956,59.819888001534956,
29,31,76.0540095872344,76.0540095872344,
30,32,55.49580123012428,55.49580123012428,
31,33,58.258116041374095,58.258116041374095,
32,34,66.67479165633023,66.67479165633023,
33,35,73.84607970195495,73.84607970195495,
34,36,77.96971685222518,77.96971685222518,
35,37,58.50467098439076,58.50467098439076,
36,38,73.65209760250654,73.65209760250654,
37,39,83.72123280831116,83.72123280831116,
38,40,75.9365152725296,75.9365152725296,
39,41,69.88782952964367,69.88782952964367,
40,42,83.7411404697067,83.7411404697067,
41,43,92.70449305229259,92.70449305229259,
42,44,70.66032154327883,70.66032154327883,
43,45,77.94534038548329,77.94534038548329,
44,46,92.93654812424863,92.93654812424863,
45,47,94.84410541888576,94.84410541888576,
46,48,112.06286310071256,112.06286310071256,
47,49,82.09961929332202,82.09961929332202,
48,50,81.33401573316492,81.33401573316492,
49,51,453.37689452224146,453.37689452224146,
50,52,87.40081722684756,87.40081722684756,
51,53,108.32507780611505,108.32507780611505,
52,54,143.9255725652125,143.9255725652125,
53,55,167.23919786390678,167.23919786390678,
54,56,119.19890133573313,119.19890133573313,
55,57,126.80900694827251,126.80900694827251,
56,58,97.65132480803929,97.65132480803929,
57,59,107.88392011063044,107.88392011063044,
58,60,114.88422866099883,114.88422866099883,
59,61,126.77073806878084,126.77073806878084,
60,62,137.46385494284954,137.46385494284954,
61,63,117.33398597930376,117.33398597930376,
62,64,131.29286462364587,131.29286462364587,
63,65,119.94323110407451,119.94323110407451,
64,66,156.26805122062103,156.26805122062103,
65,67,119.56273914852645,119.56273914852645,
66,68,130.98052122030822,130.98052122030822,
67,69,141.75669691475701,141.75669691475701,
68,70,138.25410163913446,138.25410163913446,
69,71,233.41356153070808,233.41356153070808,
70,72,169.23539176858694,169.23539176858694,
71,73,143.65040982643367,143.65040982643367,
72,74,206.76921554537586,206.76921554537586,
73,75,121.80134703213093,121.80134703213093,
74,76,234.81426560293446,234.81426560293446,
75,77,155.03497084880016,155.03497084880016,
76,78,154.8557426458206,154.8557426458206,
77,79,159.91906867736424,159.91906867736424,
78,80,145.13089807309888,145.13089807309888,
79,81,137.95822986942926,137.95822986942926,
80,82,145.73435616023244,145.73435616023244,
81,83,195.1704764416618,195.1704764416618,
82,84,167.05206058471228,167.05206058471228,
83,85,169.0854736197635,169.0854736197635,
84,86,179.7209771303794,179.7209771303794,
85,87,177.2249549352593,177.2249549352593,
86,88,253.72006035977245,253.72006035977245,
87,89,174.89272035492644,174.89272035492644,
88,90,207.72047117305695,207.72047117305695,
89,91,172.26505827945806,172.26505827945806,
90,92,161.4048506167498,161.4048506167498,
91,93,189.21424912022533,189.21424912022533,
92,94,186.08971468152137,186.08971468152137,
93,95,253.21942546109162,253.21942546109162,
94,96,160.45755669619308,160.45755669619308,
95,97,237.60815680577988,237.60815680577988,
96,98,178.49127746144407,178.49127746144407,
97,99,234.60633119605052,234.60633119605052,
98,100,300.6695542211976,300.6695542211976,
99,101,190.79335087465424,190.79335087465424,
100,102,230.4579765884384,230.4579765884384,
101,103,235.57869019976917,235.57869019976917,
102,104,193.5284141836334,193.5284141836334,
103,105,197.38094362317975,197.38094362317975,
104,106,196.05545882568487,196.05545882568487,
105,107,228.44674002428093,228.44674002428093,
106,108,230.28874357393855,230.28874357393855,
107,109,207.89925521827814,207.89925521827814,
108,110,203.51340557368718,203.51340557368718,
109,111,186.8656774177888,186.8656774177888,
110,112,243.26382578001594,243.26382578001594,
111,113,205.49838258843596,205.49838258843596,
112,114,581.562914872285,581.562914872285,
113,115,235.66435987170942,235.66435987170942,
114,116,274.07162646884785,274.07162646884785,
115,117,214.32993875701678,214.32993875701678,
116,118,311.546749341157,311.546749341157,
117,119,203.19623864128434,203.19623864128434,
118,120,260.58298940189275,260.58298940189275,
119,121,244.56487204501073,244.56487204501073,
120,122,276.39409536866157,276.39409536866157,
121,123,263.8602658888673,263.8602658888673,
122,124,213.99640429135974,213.99640429135974,
123,125,235.75740220779753,235.75740220779753,
124,126,265.45970690669145,265.45970690669145,
125,127,239.26597856207593,239.26597856207593,
126,128,297.6654152206493,297.6654152206493,
127,129,249.74524365636054,249.74524365636054,
128,130,295.48472123623117,295.48472123623117,
129,131,263.89930097898736,263.89930097898736,
130,132,242.51406266324352,242.51406266324352,
131,133,289.2932300473043,289.2932300473043,
132,134,207.73868037321208,207.73868037321208,
133,135,307.4931813110646,307.4931813110646,
134,136,250.8085086812084,250.8085086812084,
135,137,281.13601786358464,281.13601786358464,
136,138,263.6173915217775,263.6173915217775,
137,139,269.6776168517105,269.6776168517105,
138,140,315.62140482822883,315.62140482822883,
139,141,225.97286801176992,225.97286801176992,
140,142,371.52595452558677,371.52595452558677,
141,143,241.50829014688404,241.50829014688404,
142,144,217.8211596077694,217.8211596077694,
143,145,300.4413123605634,300.4413123605634,
144,146,349.9933737726156,349.9933737726156,
145,147,317.9229045968461,317.9229045968461,
146,148,252.0331149662347,252.0331149662347,
147,149,351.6790298199555,351.6790298199555,
148,150,417.86506638630635,417.86506638630635,
149,151,275.7288542713424,275.7288542713424,
150,152,284.5535832029515,284.5535832029515,
151,153,303.67373650444335,303.67373650444335,
152,154,318.00829002899235,318.00829002899235,
153,155,350.94855591797557,350.94855591797557,
154,156,344.2646839773965,344.2646839773965,
155,157,302.19518811635055,302.19518811635055,
156,158,315.9974802255753,315.9974802255753,
157,159,332.61937692452636,332.61937692452636,
158,160,260.39764513427446,260.39764513427446,
159,161,275.14332197491257,275.14332197491257,
160,162,607.443661162348,607.443661162348,
161,163,437.08446569236406,437.08446569236406,
162,164,385.2855683037591,385.2855683037591,
163,165,631.4777486253843,631.4777486253843,
164,166,311.0446927648462,311.0446927648462,
165,167,256.946379036769,256.946379036769,
166,168,385.431713961143,385.431713961143,
167,169,385.41925553366104,385.41925553366104,
168,170,326.00547961770974,326.00547961770974,
169,171,393.32870846741065,393.32870846741065,
170,172,280.2716696948369,280.2716696948369,
171,173,351.48490081450564,351.48490081450564,
172,174,302.84401867845804,302.84401867845804,
173,175,310.5867128462878,310.5867128462878,
174,176,406.4883818555721,406.4883818555721,
175,177,378.921326131658,378.921326131658,
176,178,333.75834106308673,333.75834106308673,
177,179,397.1378231348627,397.1378231348627,
178,180,512.8123733413348,512.8123733413348,
179,181,362.57605148525164,362.57605148525164,
180,182,327.55574466202415,327.55574466202415,
181,183,405.34925042947197,405.34925042947197,
182,184,352.9047143127973,352.9047143127973,
183,185,322.1890755689513,322.1890755689513,
184,186,373.1154645041934,373.1154645041934,
185,187,387.2304324274138,387.2304324274138,
186,188,363.82573180599775,363.82573180599775,
187,189,388.76503876479046,388.76503876479046,
188,190,327.9594506195828,327.9594506195828,
189,191,682.4484251051424,682.4484251051424,
190,192,460.7536077755841,460.7536077755841,
191,193,351.26704371882204,351.26704371882204,
192,194,368.6884055848459,368.6884055848459,
193,195,409.37266128996635,409.37266128996635,
194,196,381.6908789369274,381.6908789369274,
195,197,400.033898025531,400.033898025531,
196,198,454.7722489290052,454.7722489290052,
197,199,423.7663982451311,423.7663982451311,
198,200,347.0293545951975,347.0293545951975,
