,num bidders,avg adj rev
0,100.0,7.430577220525473
1,150.0,8.860591844062537
2,200.0,10.709663197328338
3,250.0,11.759510377413932
4,300.0,13.143693567784553
5,350.0,13.88319951228434
6,400.0,14.66038594092823
7,450.0,15.558372907839653
8,500.0,16.58223876742793
