,num bidders,avg rev
0,100.0,25.077926353371094
1,105.0,25.42749685066527
2,110.0,25.743225779348975
3,115.0,26.237420872942703
4,120.0,27.043063177360523
5,125.0,28.34048755468747
6,130.0,28.8808617956709
7,135.0,29.284992080938384
8,140.0,30.036377551554967
9,145.0,29.720054035414208
10,150.0,30.529340142167836
11,155.0,30.99398366641805
12,160.0,30.827538507356046
13,165.0,31.996881584584873
14,170.0,32.607005462462396
15,175.0,33.15059522717416
16,180.0,33.709148536202086
17,185.0,34.65634294506094
18,190.0,34.509472455967426
19,195.0,33.85833233240558
20,200.0,34.522218815136064
21,205.0,35.45961649117055
22,210.0,36.109527930201004
23,215.0,36.72212428851403
24,220.0,37.200289332530986
25,225.0,36.93468196026505
26,230.0,38.308136269752765
27,235.0,38.319472599622074
28,240.0,38.213358442533206
29,245.0,39.45775734316033
30,250.0,40.11318122786794
31,255.0,39.54505408449214
32,260.0,40.46309923751789
33,265.0,40.360998133378764
34,270.0,40.932733748007124
35,275.0,40.8263425263517
36,280.0,41.67443277274933
37,285.0,42.347570710451905
38,290.0,41.533903765104135
39,295.0,42.851442353572565
40,300.0,43.89889727512921
41,305.0,42.741471181097566
42,310.0,43.871850651660274
43,315.0,44.486059211136975
44,320.0,44.84767950579964
45,325.0,44.27079449356481
46,330.0,45.21866945699374
47,335.0,44.88632339265783
48,340.0,48.55567830523381
49,345.0,46.37401083150916
50,350.0,45.86949197053396
51,355.0,46.10213022517168
52,360.0,47.06907902437874
53,365.0,48.4648099436211
54,370.0,48.00116319787239
55,375.0,49.33367233458877
56,380.0,49.211496506113065
57,385.0,49.25393522433998
58,390.0,48.95518911826993
59,395.0,49.540780162212116
60,400.0,50.50558419750191
61,405.0,49.64606438434197
62,410.0,49.50885390554131
63,415.0,51.37369844352596
64,420.0,50.50301429206137
65,425.0,51.041030658336105
66,430.0,50.753445447992995
67,435.0,52.23414850828691
68,440.0,51.74119468457801
69,445.0,52.48991954533085
70,450.0,52.00330121047064
71,455.0,53.70497469372051
72,460.0,53.412655106584985
73,465.0,53.04699324050471
74,470.0,53.758188502055454
75,475.0,54.46297687346951
76,480.0,54.98338581065681
77,485.0,55.48800879103543
78,490.0,55.911934486233996
79,495.0,55.28158134788139
80,500.0,56.83117869523898
81,505.0,56.09426722340336
82,510.0,56.62406794687816
83,515.0,57.21152472296755
84,520.0,56.4971450268009
85,525.0,57.49345772940226
86,530.0,58.12339464413263
87,535.0,57.13922732018245
88,540.0,57.86522940192843
89,545.0,58.574240835167295
90,550.0,58.21538423527954
91,555.0,59.06999145575766
92,560.0,59.63947375908232
93,565.0,59.50284838433281
94,570.0,59.468681794809875
95,575.0,58.13078230192453
96,580.0,61.06861225174395
97,585.0,61.56742792836378
98,590.0,60.83088095844933
99,595.0,62.21020642186368
100,600.0,61.804304185507256
101,605.0,60.7437373090154
102,610.0,61.8901080541082
103,615.0,61.63745987521385
104,620.0,62.62626198061819
105,625.0,62.522117565599906
106,630.0,63.67721656687363
107,635.0,62.63224565941844
108,640.0,63.12344874355266
109,645.0,63.61248551445267
110,650.0,63.26921426006906
111,655.0,64.34899073692165
112,660.0,65.10164580535462
113,665.0,64.57278886542679
114,670.0,68.53221739589408
115,675.0,66.0514193455981
116,680.0,65.74238419411304
117,685.0,65.17889856371997
118,690.0,65.31631311487835
119,695.0,66.30611704783752
120,700.0,66.62235565864452
121,705.0,66.64997162917197
122,710.0,66.41668440990604
123,715.0,67.5068590200095
124,720.0,67.4081370526558
125,725.0,68.98575252146647
126,730.0,67.63142539344133
127,735.0,66.56294925343025
128,740.0,66.96430014762382
129,745.0,69.30276923358889
130,750.0,68.42622794441911
131,755.0,69.8862908022648
132,760.0,67.52812083914661
133,765.0,70.2317429462124
134,770.0,68.50521012491919
135,775.0,70.6133633849773
136,780.0,70.70851477779628
137,785.0,70.67615263368644
138,790.0,68.86682789527794
139,795.0,71.60530801901575
140,800.0,71.11397112248795
141,805.0,71.13019303030042
142,810.0,70.86219758044052
143,815.0,71.81046701981768
144,820.0,73.06055328165353
145,825.0,69.73853426769013
146,830.0,72.30411728367393
147,835.0,73.82368919776306
148,840.0,73.10465521714961
149,845.0,72.88912465248475
150,850.0,72.38414906492474
151,855.0,73.24554965548569
152,860.0,75.64589533092833
153,865.0,73.21604253093308
154,870.0,73.59826648965893
155,875.0,75.3320397075518
156,880.0,76.14868352028712
157,885.0,75.38375145340416
158,890.0,74.89635871709939
159,895.0,75.20614675858099
160,900.0,75.2006604581818
161,905.0,75.47631078200342
162,910.0,74.42630752714054
163,915.0,75.00052913105613
164,920.0,73.89048011977059
165,925.0,75.81758979825811
166,930.0,76.8632202414303
167,935.0,75.79109471074429
168,940.0,76.5238481294523
169,945.0,75.83968996038071
170,950.0,78.2663107230747
171,955.0,77.62751482202643
172,960.0,76.74390362619314
173,965.0,79.05724618640807
174,970.0,78.13417094388295
175,975.0,78.84173777078573
176,980.0,77.37976729663748
177,985.0,78.26619738998474
178,990.0,77.81710821739962
179,995.0,78.8907232181619
180,1000.0,79.67425477805097
