,num bidders,avg rev
0,10.0,11.3306656120882
1,20.0,13.681476387787521
2,30.0,15.177796651198664
3,40.0,16.86923316571113
4,50.0,17.228090508168503
5,60.0,18.051190206026607
6,70.0,18.817728147876945
7,80.0,19.17347006225534
8,90.0,19.63953750324288
9,100.0,20.308459520926398
10,110.0,20.645672709189824
11,120.0,21.178919789495925
12,130.0,21.788845833663455
13,140.0,22.165362477548456
14,150.0,22.12287648362848
15,160.0,22.433484938953722
16,170.0,23.308956661995474
17,180.0,22.560384832753833
18,190.0,23.32342398065969
19,200.0,24.136365387876413
