,num bidders,avg rev
0,10.0,1.6334315177348084
1,20.0,1.8114700898520188
2,30.0,1.8703008748134868
3,40.0,1.9037318000828651
4,50.0,1.921106893066661
5,60.0,1.935177730165887
6,70.0,1.9430197929682977
7,80.0,1.9503800599683914
8,90.0,1.9551658812518682
9,100.0,1.9608392536601567
10,110.0,1.9637143275789237
11,120.0,1.967169754159829
12,130.0,1.9687367451014974
13,140.0,1.9719512275196769
14,150.0,1.9733131244643076
15,160.0,1.975136590733067
16,170.0,1.976537814108915
17,180.0,1.9782776419505288
18,190.0,1.9788810215618944
19,200.0,1.9801109203622815
20,210.0,1.9811056144315775
21,220.0,1.9817485418781144
22,230.0,1.9827666133118647
23,240.0,1.9836157499879254
24,250.0,1.9840349486507813
25,260.0,1.9845965227180578
26,270.0,1.9852289277296686
27,280.0,1.9859044214621537
28,290.0,1.9862899597302066
29,300.0,1.9868275362398449
30,310.0,1.987151142956457
31,320.0,1.9875360311172536
32,330.0,1.9879055816734503
33,340.0,1.9883567271679627
34,350.0,1.9885346841366183
35,360.0,1.9889641825674838
36,370.0,1.989378310789258
37,380.0,1.989561506068497
38,390.0,1.9896462020177546
39,400.0,1.9900976516235716
40,410.0,1.9903569479347947
41,420.0,1.990630967068594
42,430.0,1.9906251783310231
43,440.0,1.9908348890252738
44,450.0,1.9912203408654792
45,460.0,1.9912243081369125
46,470.0,1.9916635281135788
47,480.0,1.9917804447272163
48,490.0,1.9918157830748575
49,500.0,1.9920134802659422
