,num bidders,avg rev
0,10.0,0.4053240100923423
1,20.0,0.7068704298034473
2,30.0,0.9066605142262509
3,40.0,1.06038384491644
4,50.0,1.1841380573829972
5,60.0,1.3054810210894385
6,70.0,1.3692915586671892
7,80.0,1.4476038734303371
8,90.0,1.5008034984662404
9,100.0,1.5542711611302678
10,110.0,1.5831186156563706
11,120.0,1.628455823033018
12,130.0,1.6701068228253821
13,140.0,1.705203547326764
14,150.0,1.7183669181020806
15,160.0,1.7489447383114043
16,170.0,1.7748536532823915
17,180.0,1.8082004496872877
18,190.0,1.8262273036067396
19,200.0,1.8416601229908907
