,num bidders,avg rev
0,10.0,4.768357225629877
1,20.0,6.4987481040164035
2,30.0,7.895239306018979
3,40.0,9.029966783989048
4,50.0,10.335144581787711
5,60.0,11.126365336254322
6,70.0,12.163871074453057
7,80.0,12.774270294332903
8,90.0,13.671781870429543
9,100.0,14.175018933583663
10,110.0,14.945510547994214
11,120.0,15.72888801310039
12,130.0,16.568334689679997
13,140.0,16.98542724794488
14,150.0,17.656575237612792
15,160.0,18.64145784659447
16,170.0,18.791329831279963
17,180.0,22.02394665406935
18,190.0,20.07752355867696
19,200.0,20.34216099100746
20,210.0,20.665483203850094
21,220.0,21.55645248421258
22,230.0,22.209034680291655
23,240.0,21.97545818055045
24,250.0,22.79483070439952
