,num bidders,avg rev
0,10.0,11.787517694022174
1,20.0,14.904545813043397
2,30.0,16.56280475709145
3,40.0,18.26390420029707
4,50.0,19.187770298013163
5,60.0,19.81230926210435
6,70.0,21.002043961835998
7,80.0,21.4344034886012
8,90.0,22.228532230822385
9,100.0,23.059810560140825
10,110.0,23.718584806256928
11,120.0,24.053531381779834
12,130.0,25.094487268811612
13,140.0,25.436785886042536
14,150.0,26.07825608718496
15,160.0,26.51947200205594
16,170.0,26.807953680870657
17,180.0,27.433069381392386
18,190.0,27.683939364485283
19,200.0,28.05922893100102
20,210.0,28.637436342280154
21,220.0,29.00888249320189
22,230.0,29.567296551796456
23,240.0,30.021561243708437
24,250.0,30.444553471082784
