,num bidders,avg rev
0,100.0,2403.795785944273
1,110.0,3793.6819986108685
2,120.0,3163.367224645779
3,130.0,3902.690238071725
4,140.0,3918.163994848928
5,150.0,4727.271754333708
6,160.0,3442.9805798904895
7,170.0,4175.24905114747
8,180.0,4978.38568340401
9,190.0,4264.586676198606
10,200.0,7364.134185789916
11,210.0,12624.829130399357
12,220.0,4835.932043507104
13,230.0,5036.078854248352
14,240.0,11605.991312705493
15,250.0,6173.872898165085
16,260.0,5756.427623881047
17,270.0,6989.203455975589
18,280.0,7864.366395649172
19,290.0,8141.7690898204955
20,300.0,6459.067454256628
21,310.0,7505.905145957993
22,320.0,8090.842480644386
23,330.0,9551.348423440006
24,340.0,16434.310985879187
25,350.0,10310.377432800016
26,360.0,9435.76938816793
27,370.0,8998.660410471395
28,380.0,9842.436672262216
29,390.0,11055.976126209867
30,400.0,9779.85442257332
31,410.0,9727.052388390644
32,420.0,9762.913186284202
33,430.0,15436.835373293128
34,440.0,9668.17275921894
35,450.0,9179.364438931603
36,460.0,10391.04132130183
37,470.0,10137.903117209977
38,480.0,10597.83369090642
39,490.0,17544.256227475995
40,500.0,14056.589048767124
